,user_id,event_id,event_name,clicks_count
368089,953cbf179a1e2de56f1476415aea383d,1469859,Концерт «Петербургский офорт»,1
368090,953cbf179a1e2de56f1476415aea383d,1469968,Концерт «Знаменитые вариации»,2
368104,953daf57620370f1abcf285ba29a6795,978466,Концерт «Танго в России»,1
368105,953daf57620370f1abcf285ba29a6795,1384171,Концерт Андрея Гугнина и симфонического оркестра,1
368106,953daf57620370f1abcf285ba29a6795,1466867,Концерт «Щелкунчик»,3
368232,9549736a31bebab5908bd9077ae03b55,1396253,Спектакль «Вырыпаев. Летние осы»,1
368272,954aed7988364a59f510a4168b980da5,10331,Спектакль «Борис Годунов»,1
368273,954aed7988364a59f510a4168b980da5,10600,Спектакль «Щелкунчик»,1
368274,954aed7988364a59f510a4168b980da5,24729,Балет «Лебединое озеро»,2
368275,954aed7988364a59f510a4168b980da5,26754,Опера «Князь Игорь»,2
368328,9551c6ab9da9257dc8fef3bd1c35ea1f,884350,Спектакль «Трехгрошовая опера»,6
368341,955526428ad174bb1b312145e47b4717,1262060,Балет «Три маски короля»,1
368342,955526428ad174bb1b312145e47b4717,1350091,Спектакль «История Кая и Герды»,1
368624,956f92b4cef7cffcb2c7e4f56bc020b1,1320889,Спектакль «Алые паруса»,1
368625,956f92b4cef7cffcb2c7e4f56bc020b1,1326971,Выставка «Самарские мистерии Валентина Пурыгина»,1
368626,956fa7553d93c0714ffa1381701b0662,1231769,Концерт джазовой музыки,1
368627,956fa7553d93c0714ffa1381701b0662,1244781,Спектакль «Полет над гнездом кукушки»,14
368628,956fa7553d93c0714ffa1381701b0662,1244908,Спектакль «Корсиканка»,1
368629,956fa7553d93c0714ffa1381701b0662,1262060,Балет «Три маски короля»,1
368630,956fa7553d93c0714ffa1381701b0662,1349966,Вечер одноактных балетов «Наяда и рыбак». «Шопениана». Хореографическая сюита «Половецкие пляски»,7
368631,956fa7553d93c0714ffa1381701b0662,1364879,Концерт Сергея Жилина и «Фонограф-джаз-бэнда»,4
368632,956fa7553d93c0714ffa1381701b0662,1366218,Концерт «От барокко до блюза»,2
369005,95962790237801c63e1f4deb249076fe,1233397,Спектакль «Вишневый сад»,3
369103,959eca61e450ec2fd5ee2cbbf697db86,57846,Спектакль «Странная миссис Сэвидж»,1
369201,95a7f8e3f3834d69dc4d272ca10ba53d,10338,Спектакль «Ромео и Джульетта»,1
369203,95a91e7cf4dd5fbdc33d4c9afa93584e,1469847,Концерт «Семья Бахов: от барокко к классицизму»,2
369248,95ad598ac63d04fda504c897d9be81af,1244781,Спектакль «Полет над гнездом кукушки»,1
369371,95bc3c41bdf4f70f71590aeaae7e940b,835878,Спектакль «Маугли»,1
369372,95bc3c41bdf4f70f71590aeaae7e940b,976062,Спектакль «Отцы и дети»,1
369926,95f55c2b2f7657be1c6dd7a20075c3fc,10600,Спектакль «Щелкунчик»,1
369927,95f55c2b2f7657be1c6dd7a20075c3fc,13020,Спектакль «Сказка о царе Салтане»,1
370080,960761f6a483934ba77bff0d67123563,24729,Балет «Лебединое озеро»,1
370081,960761f6a483934ba77bff0d67123563,227071,Спектакль «Кармен»,2
370082,960761f6a483934ba77bff0d67123563,472495,Спектакль «Касатка»,1
370083,960761f6a483934ba77bff0d67123563,1244781,Спектакль «Полет над гнездом кукушки»,3
370084,960761f6a483934ba77bff0d67123563,1256321,Концерт «Великий Чайковский»,1
370085,960761f6a483934ba77bff0d67123563,1262107,Балет «Жизель»,2
370086,960761f6a483934ba77bff0d67123563,1367735,Выставка «Русское искусство»,1
370137,960c24bb09522fcdd4c214c87036eb07,10600,Спектакль «Щелкунчик»,1
370459,96345326a3ee15bfe396a21273fb71b4,97445,Спектакль «Ося»,1
370460,96345326a3ee15bfe396a21273fb71b4,472495,Спектакль «Касатка»,1
370461,96345326a3ee15bfe396a21273fb71b4,1244781,Спектакль «Полет над гнездом кукушки»,1
370462,96345326a3ee15bfe396a21273fb71b4,1244954,Спектакль «Вот так и живем»,1
370627,96483e2cb03236738e5d3793d8b0a563,10600,Спектакль «Щелкунчик»,1
370661,964da3ac85ffcf00fe62d0052cebd34f,72573,Спектакль «Любовь на колесах»,1
370662,964da3ac85ffcf00fe62d0052cebd34f,1240463,Спектакль «Ромео и Джульетта»,6
370663,964da3ac85ffcf00fe62d0052cebd34f,1408161,Спектакль «Барышня-крестьянка»,4
370829,965d686f1af993baa48e3fc8621cd264,472495,Спектакль «Касатка»,1
370830,965d686f1af993baa48e3fc8621cd264,1320889,Спектакль «Алые паруса»,2
371365,9690c805523b3dfa159306398580086f,1262060,Балет «Три маски короля»,1
371366,9690c805523b3dfa159306398580086f,1262107,Балет «Жизель»,1
371430,969a72fe4fc9ffdddbc98d64c6fd5ef4,10600,Спектакль «Щелкунчик»,1
371431,969a72fe4fc9ffdddbc98d64c6fd5ef4,1262060,Балет «Три маски короля»,6
371490,96a1f646283c292d0e80132cd079d644,10309,Балет «Анюта»,2
371491,96a1f646283c292d0e80132cd079d644,10338,Спектакль «Ромео и Джульетта»,1
