,user_id,event_id,event_name,clicks_count
9795,0410f71510e3054208ecc1e1034e7a57,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
9816,0413a4a9912d1d1f2b846421f640c1cb,1376454,Балет «Лебединое озеро»,2
10073,04321821de93157cae1333ad292cfaa7,10950,Спектакль «Господа Головлёвы»,1
10074,04321821de93157cae1333ad292cfaa7,331251,Спектакль «Гоголь. Метаморфозы»,2
10075,04321821de93157cae1333ad292cfaa7,430910,Спектакль «Альпийская баллада»,1
10076,04321821de93157cae1333ad292cfaa7,462843,Спектакль «Пиковая дама»,1
10077,04321821de93157cae1333ad292cfaa7,520608,Спектакль «Сказки Андерсена»,1
10078,04321821de93157cae1333ad292cfaa7,796175,Спектакль «Мальчики»,1
10079,04321821de93157cae1333ad292cfaa7,853685,Спектакль «В сапоге у бабки играл фокстрот»,1
10081,04321821de93157cae1333ad292cfaa7,1418502,Спектакль «Целую ваши ножки»,1
10082,04321821de93157cae1333ad292cfaa7,1418787,Форум «Ночь с Достоевским»,1
10083,04321821de93157cae1333ad292cfaa7,1457245,"Моноспектакль «Про Федота-стрельца, удалого молодца»",2
10291,044600790e4356c75351950912832ebd,1322219,Концерт «Немецкий дух органный»,1
10292,044600790e4356c75351950912832ebd,1363541,Концерт «Это танец!»,1
10324,044ae71f287b18530e4b1e81bd6930a8,1253345,Выставка работ Сергея Соломатина,2
10325,044ae71f287b18530e4b1e81bd6930a8,1253630,Выставка работ объединения «Кузнецкая слобода»,1
10326,044ae71f287b18530e4b1e81bd6930a8,1308648,Посещение экспозиции Новокузнецкого краеведческого музея,4
10652,046b6620f888e6583813e5a4cf4c5497,1431624,Интерактивная программа «Самовар + валенки = зимние забавинки»,1
10669,046d36dff349fce7e82ea0dbc566c87b,1245013,Выставка «Вторжение динозавров»,5
10935,0488681203c36c7a853e2f1a4a8b802b,1242584,Спектакль «Вий»,1
10936,0488681203c36c7a853e2f1a4a8b802b,1257326,Спектакль «Палачи»,1
10937,0488681203c36c7a853e2f1a4a8b802b,1418502,Спектакль «Целую ваши ножки»,1
11023,04928092055de6f05b3486259252b3a4,1309995,Концерт «Евгений Онегин» (semi-stage версия),1
11024,04928092055de6f05b3486259252b3a4,1328011,Спектакль «Горка»,1
11025,04928092055de6f05b3486259252b3a4,1366692,Спектакль «За пределы джунглей»,1
11026,04928092055de6f05b3486259252b3a4,1390022,Фестиваль «Коллаборация»,4
11027,04928092055de6f05b3486259252b3a4,1413221,Спектакль «С любимыми не расставайтесь»,1
11073,0499c400525bfc10aa6bf07001d9ae7a,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,3
11354,04bbb76afbd00cad7257b7cc61f08a3c,1399115,Концерт «У нас молодых впереди года»,1
11368,04bd844f759b43fd752ed19305437324,1402273,Экскурсия «По музею в сумерках»,2
11517,04c9061ba1a0822924432e26b7e18564,1400338,Моноспектакль «Пиковая дама»,1
11591,04d498085a0fb5834083f391f973ac72,1383737,Балет «Щелкунчик»,1
11793,04edcbb582274ee5f975b78c1168c2f5,331251,Спектакль «Гоголь. Метаморфозы»,1
11794,04edcbb582274ee5f975b78c1168c2f5,1242535,Спектакль «Иванов»,2
11912,04fe9b52d2ed90c537ee80626a68d244,1421259,Спектакль «Анна Каренина»,1
11947,05012c51232ad528fc76e8f973218bde,1262903,Концерт Муниципального академического хора «Триумф»,3
12040,050af1f979fbee83259cef6d23c6b83b,1356304,Выставка «Дети галактики»,1
12143,05183769ae8eb8b5a5e18fdb215de7e7,1360966,Балет «Жизель»,1
12299,052d379a88e64a18ef91a2ec1e6d308e,1245646,Экскурсия по экспозиции «Шахта»,2
12300,052d611f16d459232e15afbf8480929d,1340493,Выставка «Прокопьевская береста»,1
12321,053089df297756d7204b113bf7e467f0,331251,Спектакль «Гоголь. Метаморфозы»,1
12322,053089df297756d7204b113bf7e467f0,594579,Спектакль «Лолита»,4
12323,053089df297756d7204b113bf7e467f0,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,1
12601,0550e47ce8b3b9b145ea96f60921ae02,1360724,Встреча «В шахте»,2
12607,0552fa04af576738b471ab705b1a7f61,1349897,Концерт «Классика для начинающих»,5
12666,055aa6c336e435a8fc7f5a8ce6c4f4c9,1242063,Спектакль «Между делом»,4
12741,05667582f7234f05048fec08e77dfb1e,1245013,Выставка «Вторжение динозавров»,1
12745,0567b817b466718c9c0489705c7814ba,1347013,Спектакль «Сердце боксера»,4
12912,057de4a0aedc89172a9fd53e8850612f,1441876,Концерт Симфонического оркестра Мариинского театра,2
12921,057fa37dc90143378ab0bed8937faab2,1353267,Программа «В ритме слова»,3
12923,057fd4d43f0379d8c70c971a2846ea97,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,2
12924,057fd4d43f0379d8c70c971a2846ea97,1245013,Выставка «Вторжение динозавров»,1
12925,057fd4d43f0379d8c70c971a2846ea97,1354824,Балет «Лебединое озеро»,3
13046,058e0c6d642cd1bc2e626e10c46e1dcd,10393,Спектакль «Королева красоты»,1
13074,059122bf9afa762d6ba79595d5d264ba,1248012,Спектакль «Можно попросить Нину?»,5
13075,059122bf9afa762d6ba79595d5d264ba,1346265,Спектакль «Жениха вызывали»,1
13076,059122bf9afa762d6ba79595d5d264ba,1421259,Спектакль «Анна Каренина»,1
13190,0598f284a1922c7d2b6da83cadaec66e,796175,Спектакль «Мальчики»,1
13269,05a166b8da204c40def5b59eae428dc4,1307761,Экскурсия по Новокузнецкому краеведческому музею,1
13436,05b26c8da7c3214e8650e93b94017ac4,1340493,Выставка «Прокопьевская береста»,4
13437,05b26c8da7c3214e8650e93b94017ac4,1399115,Концерт «У нас молодых впереди года»,1
13439,05b35fd86c830e2188b1cae7375d89c3,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,2
13457,05b6eb3d180c5bc65eae9293e27740cb,1257326,Спектакль «Палачи»,1
13505,05bb9a8c63418e1e2f571addc58b7215,1257326,Спектакль «Палачи»,1
13702,05d2aed57bb1f979dee503abc08183cb,1360724,Встреча «В шахте»,2
13990,05eedddcc72873da46fbc710d094070c,1242708,Спектакль «Барышня-крестьянка»,4
14017,05f29459842a3a914520f44fd8a495e8,1242547,Спектакль La Terrasse,1
14018,05f29459842a3a914520f44fd8a495e8,1418502,Спектакль «Целую ваши ножки»,1
14023,05f385317ba2f9ad1839b9de6847e0b1,1349897,Концерт «Классика для начинающих»,1
14184,0605ea62663aef6b2090dd27a144798b,188744,Спектакль «Летние осы кусают нас даже в ноябре»,1
14185,0605ea62663aef6b2090dd27a144798b,1241950,Спектакль «Доходное место»,1
14186,0605ea62663aef6b2090dd27a144798b,1242132,Спектакль «Весы»,1
14187,0605ea62663aef6b2090dd27a144798b,1349196,Спектакль «Город Эн»,1
14188,0605ea62663aef6b2090dd27a144798b,1445051,Шоу иллюзий Magic man,1
14323,061339039b452f2a1a29cdfec719ea7c,858811,Мюзикл «Парижские тайны»,6
14394,061d52db5b6199a5a5c1f54e5c4b0710,1349196,Спектакль «Город Эн»,1
14395,061d52db5b6199a5a5c1f54e5c4b0710,1421259,Спектакль «Анна Каренина»,1
14436,0621649544b20322be8d68a9cb10cbab,1320400,Выставка «Пабло Пикассо. Параграфы»,1
14459,06244e6953fceb4cb4a3fcbfecca2a6a,1250817,Программа «Большой новогодний концерт»,1
14493,062824d0e431512fec13a33b375e0957,1418787,Форум «Ночь с Достоевским»,1
14746,0648fd3857337757ad08c8710237ce5d,1383737,Балет «Щелкунчик»,1
14747,0648fd3857337757ad08c8710237ce5d,1396304,Квест-игра «Культурный код»,1
14748,0648fd3857337757ad08c8710237ce5d,1418397,Мастер-класс «Пейзаж»,1
14749,0648fd3857337757ad08c8710237ce5d,1435951,Мастер-класс «Брошь-значок «Мишка»,1
14750,0648fd3857337757ad08c8710237ce5d,1468503,Мастер-класс «Снегирь»,1
14999,066707063dd25b07e7e2d108b53492c0,462843,Спектакль «Пиковая дама»,1
15085,066d7c0db1f8840cabea861c69693d98,1400338,Моноспектакль «Пиковая дама»,1
15186,067889ac38f3f0477f21ded675c53f93,1241869,Программа «Праздник нечисти «Баба-яга 2.1»,2
15187,067889ac38f3f0477f21ded675c53f93,1356304,Выставка «Дети галактики»,2
15188,067889ac38f3f0477f21ded675c53f93,1384827,Интерактивная экскурсия по выставке «Дети галактики»,1
15396,068ccbff7bdaa2532ad605f5904d73d0,1262903,Концерт Муниципального академического хора «Триумф»,1
15404,068ddaeb0d32ecaec07face8e58d45ac,1418787,Форум «Ночь с Достоевским»,1
15410,068f19caa6b00556d02d5bfe13bcf53f,810148,Спектакль «Собака на сене»,1
15411,068f19caa6b00556d02d5bfe13bcf53f,895669,Оперетта «Сильва»,1
15412,068f19caa6b00556d02d5bfe13bcf53f,1248181,Спектакль «Папа»,1
15413,068f19caa6b00556d02d5bfe13bcf53f,1248281,Спектакль «Белые ночи»,1
15414,068f19caa6b00556d02d5bfe13bcf53f,1346007,Спектакль «Бабье лето»,1
15415,068f19caa6b00556d02d5bfe13bcf53f,1421259,Спектакль «Анна Каренина»,1
15522,06987a4503873742a65b3fbf48e03155,594579,Спектакль «Лолита»,1
15523,06987a4503873742a65b3fbf48e03155,1257326,Спектакль «Палачи»,1
15655,06a88f8a247a7a3b72295ba5726c6970,1396993,Встреча «Не боги горшки обжигают»,1
15674,06a9f09ea0c09b8199b3e2120f84e77c,1421259,Спектакль «Анна Каренина»,1
15949,06c4d355ca8cda24855fcaefcddbcdcb,10950,Спектакль «Господа Головлёвы»,1
